Loading Anaconda 3 2024.02-1
SCENARIO_NAME=cf_obs15
EXP_VERSION=v10_diag
TOTAL_TIMESTEPS=1000000
SEEDS=0
CONTROLLED_VEHICLES=2
N_WORLDS=4
VEC_MODE=async
TARGET_ROLLOUT_SIZE=16384
DEVICE=cpu
MODEL_DIR=runs/models
MONITOR_ROOT=runs/monitor
TB_DIR=runs/tb
ATTN_MODE=learned
X_INDEX=1
VX_INDEX=3
ORACLE_RULE=leader_x
TTC_EPS=1e-6
ppo_shared_attn_learned_cf_obs15_v10_diag_cv2_seed0 agents: 2 agent obs shape: (15, 5) joint action space: Tuple(Box(-1.0, 1.0, (1,), float32), Box(-1.0, 1.0, (1,), float32))
ppo_shared_attn_learned_cf_obs15_v10_diag_cv2_seed0: worlds=4, agents_per_world=2, ppo_slots=8, vec_mode=async, n_steps=2048, attn_mode=learned, oracle_rule=leader_x
Using cpu device
Logging to runs/tb/ppo_shared_attn_learned_cf_obs15_v10_diag_cv2_seed0_1
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.0666     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.36      |
|    explained_variance   | 0.893      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.603      |
|    n_updates            | 60         |
|    policy_gradient_loss | -0.00291   |
|    std                  | 0.943      |
|    value_loss           | 1.31       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 16.6         |
|    ep_rew_mean          | 5.57         |
| time/                   |              |
|    fps                  | 204          |
|    iterations           | 8            |
|    time_elapsed         | 642          |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0063642696 |
|    clip_fraction        | 0.069        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.34        |
|    explained_variance   | 0.895        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.439        |
|    n_updates            | 70           |
|    policy_gradient_loss | -0.00304     |
|    std                  | 0.919        |
|    value_loss           | 1.31         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.4         |
|    ep_rew_mean          | 5.86         |
| time/                   |              |
|    fps                  | 203          |
|    iterations           | 9            |
|    time_elapsed         | 723          |
|    total_timesteps      | 147456       |
| train/                  |              |
|    approx_kl            | 0.0049363323 |
|    clip_fraction        | 0.0489       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.31        |
|    explained_variance   | 0.906        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.615        |
|    n_updates            | 80           |
|    policy_gradient_loss | -0.00143     |
|    std                  | 0.897        |
|    value_loss           | 1.13         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.5         |
|    ep_rew_mean          | 6.42         |
| time/                   |              |
|    fps                  | 203          |
|    iterations           | 10           |
|    time_elapsed         | 805          |
|    total_timesteps      | 163840       |
| train/                  |              |
|    approx_kl            | 0.0071503674 |
|    clip_fraction        | 0.0754       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.29        |
|    explained_variance   | 0.906        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.724        |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00338     |
|    std                  | 0.877        |
|    value_loss           | 1.18         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 20.3        |
|    ep_rew_mean          | 6.64        |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 11          |
|    time_elapsed         | 885         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.010696743 |
|    clip_fraction        | 0.0988      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.92        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.386       |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00487    |
|    std                  | 0.854       |
|    value_loss           | 0.983       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 20.8        |
|    ep_rew_mean          | 6.74        |
| time/                   |             |
|    fps                  | 203         |
|    iterations           | 12          |
|    time_elapsed         | 964         |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.006735706 |
|    clip_fraction        | 0.0685      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.23       |
|    explained_variance   | 0.834       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.386       |
|    n_updates            | 110         |
|    policy_gradient_loss | -0.00197    |
|    std                  | 0.828       |
|    value_loss           | 1.03        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 24.9       |
|    ep_rew_mean          | 6.47       |
| time/                   |            |
|    fps                  | 204        |
|    iterations           | 13         |
|    time_elapsed         | 1042       |
|    total_timesteps      | 212992     |
| train/                  |            |
|    approx_kl            | 0.00636435 |
|    clip_fraction        | 0.0719     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.22      |
|    explained_variance   | 0.902      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.464      |
|    n_updates            | 120        |
|    policy_gradient_loss | -0.00262   |
|    std                  | 0.819      |
|    value_loss           | 0.944      |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.8         |
|    ep_rew_mean          | 4.96         |
| time/                   |              |
|    fps                  | 204          |
|    iterations           | 14           |
|    time_elapsed         | 1119         |
|    total_timesteps      | 229376       |
| train/                  |              |
|    approx_kl            | 0.0095985755 |
|    clip_fraction        | 0.0837       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.895        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.627        |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.0025      |
|    std                  | 0.78         |
|    value_loss           | 1.08         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 23.8        |
|    ep_rew_mean          | 7.24        |
| time/                   |             |
|    fps                  | 205         |
|    iterations           | 15          |
|    time_elapsed         | 1198        |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.004647119 |
|    clip_fraction        | 0.0502      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.17       |
|    explained_variance   | 0.941       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.461       |
|    n_updates            | 140         |
|    policy_gradient_loss | -0.0024     |
|    std                  | 0.784       |
|    value_loss           | 1.34        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 25.1       |
|    ep_rew_mean          | 7.74       |
| time/                   |            |
|    fps                  | 205        |
|    iterations           | 16         |
|    time_elapsed         | 1277       |
|    total_timesteps      | 262144     |
| train/                  |            |
|    approx_kl            | 0.00809745 |
|    clip_fraction        | 0.0858     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.15      |
|    explained_variance   | 0.956      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.873      |
|    n_updates            | 150        |
|    policy_gradient_loss | -0.00479   |
|    std                  | 0.76       |
|    value_loss           | 1.09       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.5         |
|    ep_rew_mean          | 7.75         |
| time/                   |              |
|    fps                  | 205          |
|    iterations           | 17           |
|    time_elapsed         | 1355         |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0067590154 |
|    clip_fraction        | 0.0703       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.13        |
|    explained_variance   | 0.961        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.826        |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00338     |
|    std                  | 0.746        |
|    value_loss           | 0.948        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 31.2         |
|    ep_rew_mean          | 8.85         |
| time/                   |              |
|    fps                  | 205          |
|    iterations           | 18           |
|    time_elapsed         | 1433         |
|    total_timesteps      | 294912       |
| train/                  |              |
|    approx_kl            | 0.0098615065 |
|    clip_fraction        | 0.108        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.942        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.861        |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00423     |
|    std                  | 0.718        |
|    value_loss           | 1.27         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 45.1         |
|    ep_rew_mean          | 9.76         |
| time/                   |              |
|    fps                  | 206          |
|    iterations           | 19           |
|    time_elapsed         | 1510         |
|    total_timesteps      | 311296       |
| train/                  |              |
|    approx_kl            | 0.0062127304 |
|    clip_fraction        | 0.0804       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.06        |
|    explained_variance   | 0.905        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.477        |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.00257     |
|    std                  | 0.693        |
|    value_loss           | 2.26         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 95.4        |
|    ep_rew_mean          | 19.5        |
| time/                   |             |
|    fps                  | 206         |
|    iterations           | 20          |
|    time_elapsed         | 1585        |
|    total_timesteps      | 327680      |
| train/                  |             |
|    approx_kl            | 0.010259067 |
|    clip_fraction        | 0.0993      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.03       |
|    explained_variance   | 0.9         |
|    learning_rate        | 0.0003      |
|    loss                 | 1.21        |
|    n_updates            | 190         |
|    policy_gradient_loss | -0.00515    |
|    std                  | 0.671       |
|    value_loss           | 3.26        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 51.3        |
|    ep_rew_mean          | 12          |
| time/                   |             |
|    fps                  | 207         |
|    iterations           | 21          |
|    time_elapsed         | 1661        |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.010022842 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.999      |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.85        |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00942    |
|    std                  | 0.654       |
|    value_loss           | 5.2         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 131          |
|    ep_rew_mean          | 31.4         |
| time/                   |              |
|    fps                  | 207          |
|    iterations           | 22           |
|    time_elapsed         | 1736         |
|    total_timesteps      | 360448       |
| train/                  |              |
|    approx_kl            | 0.0071870107 |
|    clip_fraction        | 0.104        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.983       |
|    explained_variance   | 0.796        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.21         |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.000341    |
|    std                  | 0.647        |
|    value_loss           | 2.31         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 36.4        |
| time/                   |             |
|    fps                  | 208         |
|    iterations           | 23          |
|    time_elapsed         | 1810        |
|    total_timesteps      | 376832      |
| train/                  |             |
|    approx_kl            | 0.013126647 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.965      |
|    explained_variance   | 0.759       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.94        |
|    n_updates            | 220         |
|    policy_gradient_loss | -0.00453    |
|    std                  | 0.629       |
|    value_loss           | 2.51        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 148        |
|    ep_rew_mean          | 36.8       |
| time/                   |            |
|    fps                  | 208        |
|    iterations           | 24         |
|    time_elapsed         | 1885       |
|    total_timesteps      | 393216     |
| train/                  |            |
|    approx_kl            | 0.00946548 |
|    clip_fraction        | 0.122      |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.936     |
|    explained_variance   | 0.815      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.136      |
|    n_updates            | 230        |
|    policy_gradient_loss | 0.000854   |
|    std                  | 0.62       |
|    value_loss           | 0.599      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 35.9        |
| time/                   |             |
|    fps                  | 208         |
|    iterations           | 25          |
|    time_elapsed         | 1960        |
|    total_timesteps      | 409600      |
| train/                  |             |
|    approx_kl            | 0.009747661 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.932      |
|    explained_variance   | 0.867       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.133       |
|    n_updates            | 240         |
|    policy_gradient_loss | 0.00304     |
|    std                  | 0.615       |
|    value_loss           | 0.348       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 134         |
|    ep_rew_mean          | 32.2        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 26          |
|    time_elapsed         | 2035        |
|    total_timesteps      | 425984      |
| train/                  |             |
|    approx_kl            | 0.008734174 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.93       |
|    explained_variance   | 0.757       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.13        |
|    n_updates            | 250         |
|    policy_gradient_loss | 0.00416     |
|    std                  | 0.612       |
|    value_loss           | 1.17        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | 34          |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 27          |
|    time_elapsed         | 2110        |
|    total_timesteps      | 442368      |
| train/                  |             |
|    approx_kl            | 0.014692167 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.923      |
|    explained_variance   | 0.581       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.978       |
|    n_updates            | 260         |
|    policy_gradient_loss | 0.00161     |
|    std                  | 0.609       |
|    value_loss           | 3.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 151         |
|    ep_rew_mean          | 36.3        |
| time/                   |             |
|    fps                  | 209         |
|    iterations           | 28          |
|    time_elapsed         | 2184        |
|    total_timesteps      | 458752      |
| train/                  |             |
|    approx_kl            | 0.012313705 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.913      |
|    explained_variance   | 0.642       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.3         |
|    n_updates            | 270         |
|    policy_gradient_loss | 5.44e-05    |
|    std                  | 0.596       |
|    value_loss           | 2.97        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 148         |
|    ep_rew_mean          | 35.2        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 29          |
|    time_elapsed         | 2259        |
|    total_timesteps      | 475136      |
| train/                  |             |
|    approx_kl            | 0.009763928 |
|    clip_fraction        | 0.109       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.885      |
|    explained_variance   | 0.894       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.118       |
|    n_updates            | 280         |
|    policy_gradient_loss | 0.000109    |
|    std                  | 0.584       |
|    value_loss           | 0.405       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 151         |
|    ep_rew_mean          | 36.1        |
| time/                   |             |
|    fps                  | 210         |
|    iterations           | 30          |
|    time_elapsed         | 2333        |
|    total_timesteps      | 491520      |
| train/                  |             |
|    approx_kl            | 0.010019655 |
|    clip_fraction        | 0.129       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.868      |
|    explained_variance   | 0.805       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.198       |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.000677   |
|    std                  | 0.569       |
|    value_loss           | 0.744       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 129          |
|    ep_rew_mean          | 31           |
| time/                   |              |
|    fps                  | 210          |
|    iterations           | 31           |
|    time_elapsed         | 2408         |
|    total_timesteps      | 507904       |
| train/                  |              |
|    approx_kl            | 0.0075959964 |
|    clip_fraction        | 0.0863       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.841       |
|    explained_variance   | 0.887        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0635       |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.000546    |
|    std                  | 0.558        |
|    value_loss           | 0.32         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 134         |
|    ep_rew_mean          | 32.6        |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 32          |
|    time_elapsed         | 2484        |
|    total_timesteps      | 524288      |
| train/                  |             |
|    approx_kl            | 0.009487707 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.832      |
|    explained_variance   | 0.33        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.873       |
|    n_updates            | 310         |
|    policy_gradient_loss | 0.00071     |
|    std                  | 0.553       |
|    value_loss           | 5.27        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 34.3        |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 33          |
|    time_elapsed         | 2559        |
|    total_timesteps      | 540672      |
| train/                  |             |
|    approx_kl            | 0.011537407 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.827      |
|    explained_variance   | 0.362       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.32        |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.00145    |
|    std                  | 0.556       |
|    value_loss           | 5.47        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 35.8        |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 34          |
|    time_elapsed         | 2633        |
|    total_timesteps      | 557056      |
| train/                  |             |
|    approx_kl            | 0.014751362 |
|    clip_fraction        | 0.154       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.832      |
|    explained_variance   | 0.465       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.01        |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.000981   |
|    std                  | 0.563       |
|    value_loss           | 3.69        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 35.3        |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 35          |
|    time_elapsed         | 2708        |
|    total_timesteps      | 573440      |
| train/                  |             |
|    approx_kl            | 0.008823724 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.839      |
|    explained_variance   | 0.755       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.116       |
|    n_updates            | 340         |
|    policy_gradient_loss | 0.000622    |
|    std                  | 0.558       |
|    value_loss           | 1.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 147         |
|    ep_rew_mean          | 36.2        |
| time/                   |             |
|    fps                  | 211         |
|    iterations           | 36          |
|    time_elapsed         | 2783        |
|    total_timesteps      | 589824      |
| train/                  |             |
|    approx_kl            | 0.011434837 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.831      |
|    explained_variance   | 0.563       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.4         |
|    n_updates            | 350         |
|    policy_gradient_loss | 0.000439    |
|    std                  | 0.555       |
|    value_loss           | 2.91        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 120          |
|    ep_rew_mean          | 29.1         |
| time/                   |              |
|    fps                  | 212          |
|    iterations           | 37           |
|    time_elapsed         | 2858         |
|    total_timesteps      | 606208       |
| train/                  |              |
|    approx_kl            | 0.0066289078 |
|    clip_fraction        | 0.107        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.829       |
|    explained_variance   | 0.659        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.145        |
|    n_updates            | 360          |
|    policy_gradient_loss | 0.00205      |
|    std                  | 0.556        |
|    value_loss           | 1.93         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 34.6        |
| time/                   |             |
|    fps                  | 212         |
|    iterations           | 38          |
|    time_elapsed         | 2933        |
|    total_timesteps      | 622592      |
| train/                  |             |
|    approx_kl            | 0.009853894 |
|    clip_fraction        | 0.12        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.831      |
|    explained_variance   | 0.328       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.32        |
|    n_updates            | 370         |
|    policy_gradient_loss | 0.00228     |
|    std                  | 0.555       |
|    value_loss           | 7.19        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 120         |
|    ep_rew_mean          | 28.8        |
| time/                   |             |
|    fps                  | 212         |
|    iterations           | 39          |
|    time_elapsed         | 3008        |
|    total_timesteps      | 638976      |
| train/                  |             |
|    approx_kl            | 0.009902152 |
|    clip_fraction        | 0.114       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.807      |
|    explained_variance   | 0.57        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.761       |
|    n_updates            | 380         |
|    policy_gradient_loss | 0.00165     |
|    std                  | 0.543       |
|    value_loss           | 2           |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 132          |
|    ep_rew_mean          | 31.9         |
| time/                   |              |
|    fps                  | 212          |
|    iterations           | 40           |
|    time_elapsed         | 3084         |
|    total_timesteps      | 655360       |
| train/                  |              |
|    approx_kl            | 0.0075200703 |
|    clip_fraction        | 0.0969       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.801       |
|    explained_variance   | 0.322        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.04         |
|    n_updates            | 390          |
|    policy_gradient_loss | 0.00196      |
|    std                  | 0.536        |
|    value_loss           | 7.26         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 145         |
|    ep_rew_mean          | 34.3        |
| time/                   |             |
|    fps                  | 212         |
|    iterations           | 41          |
|    time_elapsed         | 3159        |
|    total_timesteps      | 671744      |
| train/                  |             |
|    approx_kl            | 0.008464564 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.773      |
|    explained_variance   | 0.35        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.65        |
|    n_updates            | 400         |
|    policy_gradient_loss | 0.000507    |
|    std                  | 0.524       |
|    value_loss           | 5.77        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 142         |
|    ep_rew_mean          | 33.6        |
| time/                   |             |
|    fps                  | 212         |
|    iterations           | 42          |
|    time_elapsed         | 3235        |
|    total_timesteps      | 688128      |
| train/                  |             |
|    approx_kl            | 0.006060747 |
|    clip_fraction        | 0.0828      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.764      |
|    explained_variance   | 0.499       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.53        |
|    n_updates            | 410         |
|    policy_gradient_loss | 0.000532    |
|    std                  | 0.521       |
|    value_loss           | 2.3         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 130          |
