Loading Anaconda 3 2024.02-1
SCENARIO_NAME=cf_obs15
EXP_VERSION=v10_diag
TOTAL_TIMESTEPS=1000000
SEEDS=1
CONTROLLED_VEHICLES=2
N_WORLDS=4
VEC_MODE=async
TARGET_ROLLOUT_SIZE=16384
DEVICE=cpu
MODEL_DIR=runs/models
MONITOR_ROOT=runs/monitor
TB_DIR=runs/tb
ATTN_MODE=uniform
X_INDEX=1
VX_INDEX=3
ORACLE_RULE=leader_x
TTC_EPS=1e-6
ppo_shared_attn_uniform_cf_obs15_v10_diag_cv2_seed1 agents: 2 agent obs shape: (15, 5) joint action space: Tuple(Box(-1.0, 1.0, (1,), float32), Box(-1.0, 1.0, (1,), float32))
ppo_shared_attn_uniform_cf_obs15_v10_diag_cv2_seed1: worlds=4, agents_per_world=2, ppo_slots=8, vec_mode=async, n_steps=2048, attn_mode=uniform, oracle_rule=leader_x
Using cpu device
Logging to runs/tb/ppo_shared_attn_uniform_cf_obs15_v10_diag_cv2_seed1_1
---------------------------------
| rollout/           |          |
|    explained_variance   | 0.871        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.943        |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00173     |
|    std                  | 0.905        |
|    value_loss           | 1.5          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.6        |
|    ep_rew_mean          | 5.8         |
| time/                   |             |
|    fps                  | 238         |
|    iterations           | 11          |
|    time_elapsed         | 755         |
|    total_timesteps      | 180224      |
| train/                  |             |
|    approx_kl            | 0.004771962 |
|    clip_fraction        | 0.0573      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.3        |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.771       |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.00161    |
|    std                  | 0.881       |
|    value_loss           | 1.54        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.8         |
|    ep_rew_mean          | 6.08         |
| time/                   |              |
|    fps                  | 239          |
|    iterations           | 12           |
|    time_elapsed         | 820          |
|    total_timesteps      | 196608       |
| train/                  |              |
|    approx_kl            | 0.0062561817 |
|    clip_fraction        | 0.0626       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.28        |
|    explained_variance   | 0.89         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.918        |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00231     |
|    std                  | 0.866        |
|    value_loss           | 1.35         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 18.2        |
|    ep_rew_mean          | 6.01        |
| time/                   |             |
|    fps                  | 240         |
|    iterations           | 13          |
|    time_elapsed         | 885         |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.004384603 |
|    clip_fraction        | 0.0424      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.874       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.477       |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.000101   |
|    std                  | 0.871       |
|    value_loss           | 1.35        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.5         |
|    ep_rew_mean          | 5.81         |
| time/                   |              |
|    fps                  | 241          |
|    iterations           | 14           |
|    time_elapsed         | 950          |
|    total_timesteps      | 229376       |
| train/                  |              |
|    approx_kl            | 0.0056259003 |
|    clip_fraction        | 0.0479       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.27        |
|    explained_variance   | 0.905        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.389        |
|    n_updates            | 130          |
|    policy_gradient_loss | 0.000258     |
|    std                  | 0.86         |
|    value_loss           | 1.19         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 18.5        |
|    ep_rew_mean          | 5.65        |
| time/                   |             |
|    fps                  | 242         |
|    iterations           | 15          |
|    time_elapsed         | 1015        |
|    total_timesteps      | 245760      |
| train/                  |             |
|    approx_kl            | 0.005331929 |
|    clip_fraction        | 0.0483      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.25       |
|    explained_variance   | 0.899       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.672       |
|    n_updates            | 140         |
|    policy_gradient_loss | 0.000411    |
|    std                  | 0.85        |
|    value_loss           | 1.22        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.2         |
|    ep_rew_mean          | 5.93         |
| time/                   |              |
|    fps                  | 242          |
|    iterations           | 16           |
|    time_elapsed         | 1080         |
|    total_timesteps      | 262144       |
| train/                  |              |
|    approx_kl            | 0.0052998196 |
|    clip_fraction        | 0.0565       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.25        |
|    explained_variance   | 0.888        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.08         |
|    n_updates            | 150          |
|    policy_gradient_loss | -0.000899    |
|    std                  | 0.835        |
|    value_loss           | 1.44         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 19.1         |
|    ep_rew_mean          | 5.59         |
| time/                   |              |
|    fps                  | 243          |
|    iterations           | 17           |
|    time_elapsed         | 1145         |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0065357904 |
|    clip_fraction        | 0.0631       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.23        |
|    explained_variance   | 0.901        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.781        |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00162     |
|    std                  | 0.822        |
|    value_loss           | 1.14         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 20.6         |
|    ep_rew_mean          | 6.86         |
| time/                   |              |
|    fps                  | 243          |
|    iterations           | 18           |
|    time_elapsed         | 1210         |
|    total_timesteps      | 294912       |
| train/                  |              |
|    approx_kl            | 0.0066132834 |
|    clip_fraction        | 0.0645       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.21        |
|    explained_variance   | 0.906        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.486        |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00137     |
|    std                  | 0.807        |
|    value_loss           | 1.15         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21.1         |
|    ep_rew_mean          | 6.56         |
| time/                   |              |
|    fps                  | 244          |
|    iterations           | 19           |
|    time_elapsed         | 1275         |
|    total_timesteps      | 311296       |
| train/                  |              |
|    approx_kl            | 0.0044256817 |
|    clip_fraction        | 0.0582       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.893        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.03         |
|    n_updates            | 180          |
|    policy_gradient_loss | -0.000136    |
|    std                  | 0.791        |
|    value_loss           | 1.29         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22           |
|    ep_rew_mean          | 6.67         |
| time/                   |              |
|    fps                  | 244          |
|    iterations           | 20           |
|    time_elapsed         | 1339         |
|    total_timesteps      | 327680       |
| train/                  |              |
|    approx_kl            | 0.0064108935 |
|    clip_fraction        | 0.061        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.17        |
|    explained_variance   | 0.909        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.389        |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.000776    |
|    std                  | 0.775        |
|    value_loss           | 1.08         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.8         |
|    ep_rew_mean          | 6.97         |
| time/                   |              |
|    fps                  | 245          |
|    iterations           | 21           |
|    time_elapsed         | 1404         |
|    total_timesteps      | 344064       |
| train/                  |              |
|    approx_kl            | 0.0058612213 |
|    clip_fraction        | 0.0549       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.912        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.413        |
|    n_updates            | 200          |
|    policy_gradient_loss | -0.000376    |
|    std                  | 0.764        |
|    value_loss           | 1.03         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 23.7        |
|    ep_rew_mean          | 7.29        |
| time/                   |             |
|    fps                  | 245         |
|    iterations           | 22          |
|    time_elapsed         | 1468        |
|    total_timesteps      | 360448      |
| train/                  |             |
|    approx_kl            | 0.005054643 |
|    clip_fraction        | 0.0516      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.13       |
|    explained_variance   | 0.93        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.476       |
|    n_updates            | 210         |
|    policy_gradient_loss | -0.00125    |
|    std                  | 0.751       |
|    value_loss           | 0.858       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.1         |
|    ep_rew_mean          | 7.6          |
| time/                   |              |
|    fps                  | 245          |
|    iterations           | 23           |
|    time_elapsed         | 1533         |
|    total_timesteps      | 376832       |
| train/                  |              |
|    approx_kl            | 0.0036585708 |
|    clip_fraction        | 0.0394       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.12        |
|    explained_variance   | 0.941        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.712        |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.000282    |
|    std                  | 0.741        |
|    value_loss           | 0.745        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 24.3        |
|    ep_rew_mean          | 7.35        |
| time/                   |             |
|    fps                  | 246         |
|    iterations           | 24          |
|    time_elapsed         | 1596        |
|    total_timesteps      | 393216      |
| train/                  |             |
|    approx_kl            | 0.004392898 |
|    clip_fraction        | 0.061       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.11       |
|    explained_variance   | 0.929       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.447       |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.00109    |
|    std                  | 0.733       |
|    value_loss           | 0.929       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26           |
|    ep_rew_mean          | 8.06         |
| time/                   |              |
|    fps                  | 246          |
|    iterations           | 25           |
|    time_elapsed         | 1660         |
|    total_timesteps      | 409600       |
| train/                  |              |
|    approx_kl            | 0.0058704857 |
|    clip_fraction        | 0.0607       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.09        |
|    explained_variance   | 0.933        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.608        |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00163     |
|    std                  | 0.712        |
|    value_loss           | 0.86         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.9         |
|    ep_rew_mean          | 7.92         |
| time/                   |              |
|    fps                  | 246          |
|    iterations           | 26           |
|    time_elapsed         | 1724         |
|    total_timesteps      | 425984       |
| train/                  |              |
|    approx_kl            | 0.0049619507 |
|    clip_fraction        | 0.0521       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.05        |
|    explained_variance   | 0.938        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.304        |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.000736    |
|    std                  | 0.692        |
|    value_loss           | 0.801        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.4        |
|    ep_rew_mean          | 8.08        |
| time/                   |             |
|    fps                  | 247         |
|    iterations           | 27          |
|    time_elapsed         | 1788        |
|    total_timesteps      | 442368      |
| train/                  |             |
|    approx_kl            | 0.005650111 |
|    clip_fraction        | 0.0576      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0.943       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.409       |
|    n_updates            | 260         |
|    policy_gradient_loss | -0.00128    |
|    std                  | 0.685       |
|    value_loss           | 0.724       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 24.1        |
|    ep_rew_mean          | 7.41        |
| time/                   |             |
|    fps                  | 247         |
|    iterations           | 28          |
|    time_elapsed         | 1852        |
|    total_timesteps      | 458752      |
| train/                  |             |
|    approx_kl            | 0.004850253 |
|    clip_fraction        | 0.0629      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.04       |
|    explained_variance   | 0.94        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.531       |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.000777   |
|    std                  | 0.681       |
|    value_loss           | 0.802       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.8        |
|    ep_rew_mean          | 7.59        |
| time/                   |             |
|    fps                  | 247         |
|    iterations           | 29          |
|    time_elapsed         | 1916        |
|    total_timesteps      | 475136      |
| train/                  |             |
|    approx_kl            | 0.006233967 |
|    clip_fraction        | 0.0652      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | 0.94        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.433       |
|    n_updates            | 280         |
|    policy_gradient_loss | -0.000646   |
|    std                  | 0.668       |
|    value_loss           | 0.826       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26           |
|    ep_rew_mean          | 7.44         |
| time/                   |              |
|    fps                  | 248          |
|    iterations           | 30           |
|    time_elapsed         | 1980         |
|    total_timesteps      | 491520       |
| train/                  |              |
|    approx_kl            | 0.0047712713 |
|    clip_fraction        | 0.0644       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.998       |
|    explained_variance   | 0.935        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.292        |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.000891    |
|    std                  | 0.652        |
|    value_loss           | 0.902        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 30.6         |
|    ep_rew_mean          | 8.53         |
| time/                   |              |
|    fps                  | 248          |
|    iterations           | 31           |
|    time_elapsed         | 2043         |
|    total_timesteps      | 507904       |
| train/                  |              |
|    approx_kl            | 0.0069930134 |
|    clip_fraction        | 0.0726       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.983       |
|    explained_variance   | 0.931        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.171        |
|    n_updates            | 300          |
|    policy_gradient_loss | -0.0014      |
|    std                  | 0.645        |
|    value_loss           | 0.907        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 43.9        |
|    ep_rew_mean          | 10.9        |
| time/                   |             |
|    fps                  | 248         |
|    iterations           | 32          |
|    time_elapsed         | 2106        |
|    total_timesteps      | 524288      |
| train/                  |             |
|    approx_kl            | 0.009919239 |
|    clip_fraction        | 0.104       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.959      |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.643       |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.000784   |
|    std                  | 0.629       |
|    value_loss           | 1.32        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 60.8         |
|    ep_rew_mean          | 14.4         |
| time/                   |              |
|    fps                  | 249          |
|    iterations           | 33           |
|    time_elapsed         | 2168         |
|    total_timesteps      | 540672       |
| train/                  |              |
|    approx_kl            | 0.0077652726 |
|    clip_fraction        | 0.0923       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.935       |
|    explained_variance   | 0.766        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.01         |
|    n_updates            | 320          |
|    policy_gradient_loss | -0.00328     |
|    std                  | 0.612        |
|    value_loss           | 2.43         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 83.7       |
|    ep_rew_mean          | 19.1       |
| time/                   |            |
|    fps                  | 249        |
|    iterations           | 34         |
|    time_elapsed         | 2228       |
|    total_timesteps      | 557056     |
| train/                  |            |
|    approx_kl            | 0.00758697 |
|    clip_fraction        | 0.0905     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.911     |
|    explained_variance   | 0.655      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.35       |
|    n_updates            | 330        |
|    policy_gradient_loss | -0.00323   |
|    std                  | 0.598      |
|    value_loss           | 3.21       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 110          |
|    ep_rew_mean          | 24.9         |
| time/                   |              |
|    fps                  | 250          |
|    iterations           | 35           |
|    time_elapsed         | 2289         |
|    total_timesteps      | 573440       |
| train/                  |              |
|    approx_kl            | 0.0072905663 |
|    clip_fraction        | 0.0857       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.887       |
|    explained_variance   | 0.612        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.66         |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.00232     |
|    std                  | 0.583        |
|    value_loss           | 4.23         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 93.6        |
|    ep_rew_mean          | 20.7        |
| time/                   |             |
|    fps                  | 250         |
|    iterations           | 36          |
|    time_elapsed         | 2350        |
|    total_timesteps      | 589824      |
| train/                  |             |
|    approx_kl            | 0.008177015 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.865      |
|    explained_variance   | 0.567       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.55        |
|    n_updates            | 350         |
|    policy_gradient_loss | -0.00183    |
|    std                  | 0.571       |
|    value_loss           | 3.82        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | 26.7         |
| time/                   |              |
|    fps                  | 251          |
|    iterations           | 37           |
|    time_elapsed         | 2410         |
|    total_timesteps      | 606208       |
| train/                  |              |
|    approx_kl            | 0.0069792136 |
|    clip_fraction        | 0.0924       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.849       |
|    explained_variance   | 0.456        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.51         |
|    n_updates            | 360          |
|    policy_gradient_loss | -0.00104     |
|    std                  | 0.564        |
|    value_loss           | 7.19         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 133         |
|    ep_rew_mean          | 30.5        |
| time/                   |             |
|    fps                  | 252         |
|    iterations           | 38          |
|    time_elapsed         | 2470        |
|    total_timesteps      | 622592      |
| train/                  |             |
|    approx_kl            | 0.008188371 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.837      |
|    explained_variance   | 0.554       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.28        |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.000231   |
|    std                  | 0.557       |
|    value_loss           | 4.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 33.2        |
| time/                   |             |
|    fps                  | 252         |
|    iterations           | 39          |
|    time_elapsed         | 2530        |
|    total_timesteps      | 638976      |
| train/                  |             |
|    approx_kl            | 0.006996846 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.826      |
|    explained_variance   | 0.63        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.66        |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.000291   |
|    std                  | 0.551       |
|    value_loss           | 2.17        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 144         |
|    ep_rew_mean          | 33.6        |
| time/                   |             |
|    fps                  | 252         |
|    iterations           | 40          |
|    time_elapsed         | 2591        |
|    total_timesteps      | 655360      |
| train/                  |             |
|    approx_kl            | 0.010662828 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.802      |
|    explained_variance   | 0.676       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.217       |
|    n_updates            | 390         |
|    policy_gradient_loss | 0.000804    |
|    std                  | 0.539       |
|    value_loss           | 1.51        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 149         |
|    ep_rew_mean          | 34.5        |
| time/                   |             |
|    fps                  | 253         |
|    iterations           | 41          |
|    time_elapsed         | 2653        |
|    total_timesteps      | 671744      |
| train/                  |             |
|    approx_kl            | 0.008182074 |
|    clip_fraction        | 0.111       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.795      |
|    explained_variance   | 0.763       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.152       |
|    n_updates            | 400         |
|    policy_gradient_loss | 0.00157     |
|    std                  | 0.533       |
|    value_loss           | 1.05        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 32.3        |
| time/                   |             |
|    fps                  | 253         |
|    iterations           | 42          |
|    time_elapsed         | 2713        |
|    total_timesteps      | 688128      |
| train/                  |             |
|    approx_kl            | 0.005650912 |
|    clip_fraction        | 0.0842      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.785      |
|    explained_variance   | 0.823       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0893      |
|    n_updates            | 410         |
|    policy_gradient_loss | 0.000844    |
|    std                  | 0.531       |
|    value_loss           | 0.514       |
