Loading Anaconda 3 2024.02-1
ppo_baseline_cf_obs15_stopgo_v2_seed0 obs shape: (15, 5) action space: Box(-1.0, 1.0, (1,), float32)
Using cpu device
Logging to runs/tb/ppo_baseline_cf_obs15_stopgo_v2_seed0_1
---------------------------------
| rollout/           |          |
|    learning_rate        | 0.0003       |
|    loss                 | 13.7         |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00116     |
|    std                  | 0.821        |
|    value_loss           | 23.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 135          |
|    ep_rew_mean          | 107          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 13           |
|    time_elapsed         | 6012         |
|    total_timesteps      | 212992       |
| train/                  |              |
|    approx_kl            | 0.0046602045 |
|    clip_fraction        | 0.0412       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.21        |
|    explained_variance   | 0.234        |
|    learning_rate        | 0.0003       |
|    loss                 | 21.2         |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00124     |
|    std                  | 0.81         |
|    value_loss           | 19.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 132          |
|    ep_rew_mean          | 105          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 14           |
|    time_elapsed         | 6474         |
|    total_timesteps      | 229376       |
| train/                  |              |
|    approx_kl            | 0.0050279833 |
|    clip_fraction        | 0.0567       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.2         |
|    explained_variance   | 0.3          |
|    learning_rate        | 0.0003       |
|    loss                 | 0.749        |
|    n_updates            | 130          |
|    policy_gradient_loss | -0.00161     |
|    std                  | 0.801        |
|    value_loss           | 15.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 133          |
|    ep_rew_mean          | 107          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 15           |
|    time_elapsed         | 6937         |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0023948988 |
|    clip_fraction        | 0.0252       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.19        |
|    explained_variance   | 0.245        |
|    learning_rate        | 0.0003       |
|    loss                 | 13.8         |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00153     |
|    std                  | 0.795        |
|    value_loss           | 26.7         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 16          |
|    time_elapsed         | 7400        |
|    total_timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.002585675 |
|    clip_fraction        | 0.0334      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.19       |
|    explained_variance   | 0.304       |
|    learning_rate        | 0.0003      |
|    loss                 | 14.6        |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0016     |
|    std                  | 0.793       |
|    value_loss           | 30.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 136          |
|    ep_rew_mean          | 109          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 17           |
|    time_elapsed         | 7861         |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0053890585 |
|    clip_fraction        | 0.0554       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.17        |
|    explained_variance   | 0.306        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.2          |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.00223     |
|    std                  | 0.775        |
|    value_loss           | 18.9         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 136          |
|    ep_rew_mean          | 109          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 18           |
|    time_elapsed         | 8323         |
|    total_timesteps      | 294912       |
| train/                  |              |
|    approx_kl            | 0.0047794404 |
|    clip_fraction        | 0.052        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.317        |
|    learning_rate        | 0.0003       |
|    loss                 | 22.5         |
|    n_updates            | 170          |
|    policy_gradient_loss | -0.00114     |
|    std                  | 0.768        |
|    value_loss           | 20.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 135         |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 19          |
|    time_elapsed         | 8786        |
|    total_timesteps      | 311296      |
| train/                  |             |
|    approx_kl            | 0.003522024 |
|    clip_fraction        | 0.0367      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.41        |
|    learning_rate        | 0.0003      |
|    loss                 | 12.4        |
|    n_updates            | 180         |
|    policy_gradient_loss | -0.00096    |
|    std                  | 0.758       |
|    value_loss           | 12.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 137          |
|    ep_rew_mean          | 111          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 20           |
|    time_elapsed         | 9249         |
|    total_timesteps      | 327680       |
| train/                  |              |
|    approx_kl            | 0.0031837702 |
|    clip_fraction        | 0.0426       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.292        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.628        |
|    n_updates            | 190          |
|    policy_gradient_loss | -0.00143     |
|    std                  | 0.752        |
|    value_loss           | 21.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 112         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 21          |
|    time_elapsed         | 9713        |
|    total_timesteps      | 344064      |
| train/                  |             |
|    approx_kl            | 0.004279383 |
|    clip_fraction        | 0.0519      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.412       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.579       |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.00191    |
|    std                  | 0.746       |
|    value_loss           | 13.9        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 138          |
|    ep_rew_mean          | 111          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 22           |
|    time_elapsed         | 10176        |
|    total_timesteps      | 360448       |
| train/                  |              |
|    approx_kl            | 0.0043611927 |
|    clip_fraction        | 0.0414       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.11        |
|    explained_variance   | 0.556        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.14         |
|    n_updates            | 210          |
|    policy_gradient_loss | -0.00133     |
|    std                  | 0.732        |
|    value_loss           | 7.24         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 138          |
|    ep_rew_mean          | 112          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 23           |
|    time_elapsed         | 10638        |
|    total_timesteps      | 376832       |
| train/                  |              |
|    approx_kl            | 0.0039189635 |
|    clip_fraction        | 0.0422       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.1         |
|    explained_variance   | 0.51         |
|    learning_rate        | 0.0003       |
|    loss                 | 22.3         |
|    n_updates            | 220          |
|    policy_gradient_loss | -0.000514    |
|    std                  | 0.723        |
|    value_loss           | 8.08         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 137          |
|    ep_rew_mean          | 110          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 24           |
|    time_elapsed         | 11102        |
|    total_timesteps      | 393216       |
| train/                  |              |
|    approx_kl            | 0.0052410346 |
|    clip_fraction        | 0.0456       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.09        |
|    explained_variance   | 0.418        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.71         |
|    n_updates            | 230          |
|    policy_gradient_loss | -0.000608    |
|    std                  | 0.716        |
|    value_loss           | 10.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 139          |
|    ep_rew_mean          | 113          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 25           |
|    time_elapsed         | 11564        |
|    total_timesteps      | 409600       |
| train/                  |              |
|    approx_kl            | 0.0061532278 |
|    clip_fraction        | 0.0448       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.07        |
|    explained_variance   | 0.366        |
|    learning_rate        | 0.0003       |
|    loss                 | 25.6         |
|    n_updates            | 240          |
|    policy_gradient_loss | -0.00096     |
|    std                  | 0.699        |
|    value_loss           | 16.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 139          |
|    ep_rew_mean          | 113          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 26           |
|    time_elapsed         | 12027        |
|    total_timesteps      | 425984       |
| train/                  |              |
|    approx_kl            | 0.0063898666 |
|    clip_fraction        | 0.0669       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.04        |
|    explained_variance   | 0.523        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.384        |
|    n_updates            | 250          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 0.681        |
|    value_loss           | 10.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 137          |
|    ep_rew_mean          | 112          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 27           |
|    time_elapsed         | 12487        |
|    total_timesteps      | 442368       |
| train/                  |              |
|    approx_kl            | 0.0056676567 |
|    clip_fraction        | 0.0547       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.03        |
|    explained_variance   | 0.607        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.03         |
|    n_updates            | 260          |
|    policy_gradient_loss | -0.00111     |
|    std                  | 0.679        |
|    value_loss           | 6.11         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 134         |
|    ep_rew_mean          | 110         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 28          |
|    time_elapsed         | 12947       |
|    total_timesteps      | 458752      |
| train/                  |             |
|    approx_kl            | 0.006849342 |
|    clip_fraction        | 0.066       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.02       |
|    explained_variance   | 0.582       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.34        |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.00169    |
|    std                  | 0.671       |
|    value_loss           | 8.81        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 136          |
|    ep_rew_mean          | 112          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 29           |
|    time_elapsed         | 13406        |
|    total_timesteps      | 475136       |
| train/                  |              |
|    approx_kl            | 0.0042649964 |
|    clip_fraction        | 0.0399       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.02        |
|    explained_variance   | 0.309        |
|    learning_rate        | 0.0003       |
|    loss                 | 23.7         |
|    n_updates            | 280          |
|    policy_gradient_loss | -0.000515    |
|    std                  | 0.669        |
|    value_loss           | 27.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 139          |
|    ep_rew_mean          | 114          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 30           |
|    time_elapsed         | 13864        |
|    total_timesteps      | 491520       |
| train/                  |              |
|    approx_kl            | 0.0062125335 |
|    clip_fraction        | 0.0672       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1           |
|    explained_variance   | 0.441        |
|    learning_rate        | 0.0003       |
|    loss                 | 15.5         |
|    n_updates            | 290          |
|    policy_gradient_loss | -0.00228     |
|    std                  | 0.656        |
|    value_loss           | 18.5         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 140        |
|    ep_rew_mean          | 115        |
| time/                   |            |
|    fps                  | 35         |
|    iterations           | 31         |
|    time_elapsed         | 14319      |
|    total_timesteps      | 507904     |
| train/                  |            |
|    approx_kl            | 0.00604437 |
|    clip_fraction        | 0.0666     |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.981     |
|    explained_variance   | 0.566      |
|    learning_rate        | 0.0003     |
|    loss                 | 12.8       |
|    n_updates            | 300        |
|    policy_gradient_loss | -0.00136   |
|    std                  | 0.643      |
|    value_loss           | 8.94       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | 112         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 32          |
|    time_elapsed         | 14770       |
|    total_timesteps      | 524288      |
| train/                  |             |
|    approx_kl            | 0.005567737 |
|    clip_fraction        | 0.0581      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.96       |
|    explained_variance   | 0.958       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.124       |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.00188    |
|    std                  | 0.629       |
|    value_loss           | 0.32        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 140         |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 33          |
|    time_elapsed         | 15222       |
|    total_timesteps      | 540672      |
| train/                  |             |
|    approx_kl            | 0.006422264 |
|    clip_fraction        | 0.0545      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.955      |
|    explained_variance   | 0.382       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.324       |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.000362   |
|    std                  | 0.63        |
|    value_loss           | 16          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | 113         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 34          |
|    time_elapsed         | 15674       |
|    total_timesteps      | 557056      |
| train/                  |             |
|    approx_kl            | 0.007384984 |
|    clip_fraction        | 0.0704      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.939      |
|    explained_variance   | 0.75        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.179       |
|    n_updates            | 330         |
|    policy_gradient_loss | -0.00245    |
|    std                  | 0.618       |
|    value_loss           | 3.17        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 140          |
|    ep_rew_mean          | 116          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 35           |
|    time_elapsed         | 16126        |
|    total_timesteps      | 573440       |
| train/                  |              |
|    approx_kl            | 0.0046621775 |
|    clip_fraction        | 0.0453       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.933       |
|    explained_variance   | 0.374        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.3          |
|    n_updates            | 340          |
|    policy_gradient_loss | -0.000301    |
|    std                  | 0.613        |
|    value_loss           | 19.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 137          |
|    ep_rew_mean          | 114          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 36           |
|    time_elapsed         | 16578        |
|    total_timesteps      | 589824       |
| train/                  |              |
|    approx_kl            | 0.0052509657 |
|    clip_fraction        | 0.0644       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.916       |
|    explained_variance   | 0.679        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.096        |
|    n_updates            | 350          |
|    policy_gradient_loss | -0.00119     |
|    std                  | 0.603        |
|    value_loss           | 3.96         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | 115         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 37          |
|    time_elapsed         | 17031       |
|    total_timesteps      | 606208      |
| train/                  |             |
|    approx_kl            | 0.005874293 |
|    clip_fraction        | 0.0584      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.902      |
|    explained_variance   | 0.455       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.29        |
|    n_updates            | 360         |
|    policy_gradient_loss | 0.000307    |
|    std                  | 0.592       |
|    value_loss           | 12.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 137         |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 38          |
|    time_elapsed         | 17483       |
|    total_timesteps      | 622592      |
| train/                  |             |
|    approx_kl            | 0.005927231 |
|    clip_fraction        | 0.0616      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.895      |
|    explained_variance   | 0.393       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.259       |
|    n_updates            | 370         |
|    policy_gradient_loss | -0.000647   |
|    std                  | 0.59        |
|    value_loss           | 13.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 39          |
|    time_elapsed         | 17935       |
|    total_timesteps      | 638976      |
| train/                  |             |
|    approx_kl            | 0.006780726 |
|    clip_fraction        | 0.0725      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.869      |
|    explained_variance   | 0.285       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.237       |
|    n_updates            | 380         |
|    policy_gradient_loss | -0.000653   |
|    std                  | 0.575       |
|    value_loss           | 19.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 138         |
|    ep_rew_mean          | 115         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 40          |
|    time_elapsed         | 18388       |
|    total_timesteps      | 655360      |
| train/                  |             |
|    approx_kl            | 0.006817137 |
|    clip_fraction        | 0.0782      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.857      |
|    explained_variance   | 0.405       |
|    learning_rate        | 0.0003      |
|    loss                 | 45.8        |
|    n_updates            | 390         |
|    policy_gradient_loss | -0.000623   |
|    std                  | 0.57        |
|    value_loss           | 13.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 136         |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 41          |
|    time_elapsed         | 18840       |
|    total_timesteps      | 671744      |
| train/                  |             |
|    approx_kl            | 0.006411282 |
|    clip_fraction        | 0.0653      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.844      |
|    explained_variance   | 0.532       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.249       |
|    n_updates            | 400         |
|    policy_gradient_loss | -0.000199   |
|    std                  | 0.558       |
|    value_loss           | 8.49        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 139          |
|    ep_rew_mean          | 117          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 42           |
|    time_elapsed         | 19292        |
|    total_timesteps      | 688128       |
| train/                  |              |
|    approx_kl            | 0.0063258056 |
|    clip_fraction        | 0.0569       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.825       |
|    explained_variance   | 0.28         |
|    learning_rate        | 0.0003       |
|    loss                 | 22.7         |
|    n_updates            | 410          |
|    policy_gradient_loss | -0.000855    |
|    std                  | 0.549        |
|    value_loss           | 30.4         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 138          |
|    ep_rew_mean          | 116          |
| time/                   |              |
|    fps                  | 35           |
|    iterations           | 43           |
|    time_elapsed         | 19744        |
|    total_timesteps      | 704512       |
| train/                  |              |
|    approx_kl            | 0.0065076733 |
|    clip_fraction        | 0.0738       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.793       |
|    explained_variance   | 0.635        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.129        |
|    n_updates            | 420          |
|    policy_gradient_loss | 0.000571     |
|    std                  | 0.532        |
|    value_loss           | 4.13         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 117         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 44          |
|    time_elapsed         | 20196       |
|    total_timesteps      | 720896      |
| train/                  |             |
|    approx_kl            | 0.006357578 |
|    clip_fraction        | 0.0636      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.786      |
|    explained_variance   | 0.408       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.164       |
|    n_updates            | 430         |
|    policy_gradient_loss | -0.000731   |
|    std                  | 0.528       |
|    value_loss           | 12.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 139         |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 35          |
|    iterations           | 45          |
|    time_elapsed         | 20649       |
|    total_timesteps      | 737280      |
| train/                  |             |
|    approx_kl            | 0.005532132 |
|    clip_fraction        | 0.0655      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.769      |
|    explained_variance   | 0.548       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.08        |
|    n_updates            | 440         |
